stress,mode,policy,runs,geometric_speedup_vs_ordinary,min_speedup,max_speedup
cheap_verify,resident_seed_batch,existing_cost_gate,240,1.5361740100327166,0.9443805738863897,2.2744030158333137
cheap_verify,resident_seed_batch,fixed_1,240,1.0089436728531993,0.8802577158134341,1.1297564125907094
cheap_verify,resident_seed_batch,fixed_2,240,1.1654604560394912,0.9070130673356566,1.407751340055631
cheap_verify,resident_seed_batch,fixed_3,240,1.775657231853894,1.0255998521541358,2.7522602738805246
cheap_verify,resident_seed_batch,fixed_4,240,1.718260366664632,0.9535129572200213,2.7185498635525422
cheap_verify,resident_seed_batch,fixed_5,240,1.6521084857512658,0.8962977635263567,2.7348311428481424
cheap_verify,resident_seed_batch,h1,240,1.6099738061331006,0.9779860976700532,2.508169325416339
cheap_verify,resident_seed_batch,h2,240,1.648826983529417,0.9770549313721826,2.550675226285134
cheap_verify,resident_seed_batch,ordinary,240,1.0,1.0,1.0
cheap_verify,separate_seed,default,240,1.2735449263637466,0.8671007264131594,1.730276614925718
cheap_verify,separate_seed,existing_cost_gate,240,1.2779690474606327,0.8769538561498265,1.7664914820499173
cheap_verify,separate_seed,fixed_1,240,1.0089436728531993,0.8802577158134341,1.1297564125907094
cheap_verify,separate_seed,fixed_2,240,1.1654604560394912,0.9070130673356566,1.407751340055631
cheap_verify,separate_seed,fixed_3,240,1.2392115199761193,0.8909014659017073,1.5525366361017456
cheap_verify,separate_seed,fixed_4,240,1.2625536684454102,0.865423156360249,1.6690021900298133
cheap_verify,separate_seed,fixed_5,240,1.2673003361976891,0.8206308346692388,1.7261449703059404
cheap_verify,separate_seed,h1,240,1.2537518675454342,0.977764194969277,1.6495635853114226
cheap_verify,separate_seed,h2,240,1.2584344286362865,0.9825264598041259,1.6405525014335505
cheap_verify,separate_seed,ordinary,240,1.0,1.0,1.0
short,resident_seed_batch,default,240,1.1105205746521674,0.7919517802859907,2.0470735598554146
short,resident_seed_batch,existing_cost_gate,240,1.1110626839164326,0.7528009115666394,2.0470735598554146
short,resident_seed_batch,fixed_1,240,0.8364820415417086,0.7443683768524407,0.9450679969094123
short,resident_seed_batch,fixed_2,240,0.9675236037518375,0.7291772829065069,1.2836981819506934
short,resident_seed_batch,fixed_3,240,1.1113101016798297,0.5054518510689594,2.0862946870866734
short,resident_seed_batch,fixed_4,240,1.0890411793278172,0.4868893028415862,2.4157711762761553
short,resident_seed_batch,fixed_5,240,1.0739525105565166,0.4524260629237936,2.529417250255758
short,resident_seed_batch,h1,240,1.0439031191862707,0.8205617393933506,1.7871553412926344
short,resident_seed_batch,h2,240,1.1146504166572264,0.8909665240471581,1.941162731615428
short,resident_seed_batch,ordinary,240,1.0,1.0,1.0
short,separate_seed,default,240,1.0707190075644302,0.7294855139897711,1.6542837085538107
short,separate_seed,existing_cost_gate,240,1.069413506350392,0.7508376152261728,1.6542837085538107
short,separate_seed,fixed_1,240,0.8364820415417086,0.7443683768524407,0.9450679969094123
short,separate_seed,fixed_2,240,0.9675236037518375,0.7291772829065069,1.2836981819506934
short,separate_seed,fixed_3,240,1.0239667464102946,0.7074281781554086,1.4376256220272778
short,separate_seed,fixed_4,240,1.0474991656694757,0.6721963980857182,1.6256985858491406
short,separate_seed,fixed_5,240,1.0579126060900035,0.6393328619675359,1.8646736837744844
short,separate_seed,h1,240,1.019019670088199,0.8882425592650623,1.4867584112016323
short,separate_seed,h2,240,1.0685403948125196,0.9288261629353882,1.5751624872488201
short,separate_seed,ordinary,240,1.0,1.0,1.0
long,resident_seed_batch,default,240,1.1793323395008433,0.8742943048902526,1.541181429041901
